folio,year,trim,unidad,ciudad,punto,turno,p1,p2,p3,p4a,p4n,p5,p5_1,p5_2,p6,p6_1,p7,p8,p8_1,p9,p9_1,p9_2,p9_3_1,p9_3_2,p9_3_3,p9_3_4,p9_4_1,p9_4_2,p9_4_3,p9_4_4,p10,p11,p11_1d,p11_1m,p11_1u,p11_2e,p11_2m,p11_2l,p11_2u,p11_3es,p11_3cn,p12,p12_1,p12_2,p12_2_1,p12_4,p12_5,p12_6_1,p12_6_2,p12_6_3,p12_6_4,p12_6_5,p12_6_6,p12_6_7,p12_6_8,p12_7,p12_8,p12_9c,p12_9u,p12_9t,p12_10,p12_11,p13,p14,p14_1,p15,p16,p16_1,p16_2,p16_2_1_1,p16_2_1_2,p16_2_1_3,p16_2_1_4,p16_2_1_5,p16_2_1_6,p16_2_1_7,p16_2_1_8,p16_2_1_9,p16_2_1_10,p17,p18,p18_1,p18_2,p18_2_1,p18_2_2,p18_2_3,p18_3,p19,p20,p20_1c,p20_1u,p20_2,p21_1,p21_2,p21_3,p21_4,p21_5,p21_6,p22_1e,p22_1l,p22_1u,p22_2e,p22_2l,p22_2u,p23,p23_1,p24e,p24m,p24l,p24u,p25,p25_1_1,p25_1_2,p25_1_3,p25_1_4,p25_1_5,p25_1_6,p25_1_7,p25_1_8,p25_1_9,p25_1_10,p25_1_11,p26,p26_1_1,p26_1_2,p26_1_3,p26_1_4,p26_1_5,p26_1_6,p26_1_7,p26_2,p27_1,p27_2,p27_3,p27_4,p27_5,p27_1_1,p27_1_2,p27_1_3,p27_1_4,p27_1_5,p28,p28_1,p29e,p29m,p29l,p29u,p29_1c,p29_1t,p29_3,p29_4,p29_5,p30,p31c,p31t,p32c,p32u,p32_1,p33,p34e,p34m,p34l,p34u,p35,p35_1_1,p35_1_2,p35_1_3,p35_1_4,p35_1_5,p35_1_6,p35_1_7,p35_1_8,p35_1_9,p35_1_10,p35_1_11,p36,p36_1_1,p36_1_2,p36_1_3,p36_1_4,p36_1_5,p36_1_6,p36_1_7,p36_1_8,p36_1_9,p36_1_10,p36_1_11,p36_2,p37c,p37t,p38,p39,p39_1_1,p39_1_2,p39_1_3,p39_1_4,p39_1_5,p39_1_6,p39_1_7,p39_1_8,p39_1_9,p39_1_10,p39_1_11,p39_2,p40,p40_1,p41,p42,p42_1,p43,p44m,p44a,p45,p46,p47,p48,p49,p50,p50_1,p50_2,p51,p52,p53,p53_1,p54,p55,p55_1,p56c,p56t,p57,p57_1,p57_2,p57_3,p58,p59,p60_1,p60_2,p60_3,p60_4,filtro,ponfin3,t3mp1_1,t3mp1_2,t3mp1_3,t3mp1_4,t3mp1_5,t3mp1_6,t3mp2,t3mp3,t3mp4_1,t3mp4_2,t3mp4_3,t3mp4_4,t3mp4_5,t3mp4_6,t3mp4_7,t3mp5,t3mp6_1,t3mp6_2,t3mp6_3,t3mp6_4,t3mp6_5,t3mp6_6,t3mp7
1340,2015,2,181505,1,1,1,2,18,1,1,4,2,2,2,2,-1,6,2,2,8,1,2,1,8,1,8,1,2,2,2,1,1,9,903,99,-2,-2,-2,-2,-2,-2,2,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,5,2,1,1,9999997,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,1,0,-3,-3,-3,1,3,1,7000,3,8,1,2,2,2,2,2,7,70090001,2,26,260300343,2,0,0,26,26004,260040001,1,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,14,2,3500,3,1,4,26,26004,260040001,1,4,2,2,2,1,2,2,2,2,2,2,2,4,2,2,2,1,2,2,2,2,2,2,2,2,4,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,1,260040001,1,2,24,1,1,6,4,1,2,1,2,3,2,2,2,2,2,1,7.211538462, , , , , , , , , , , , , , , , , , , , , , , 
1341,2015,2,181505,1,1,1,1,24,1,3,4,2,2,2,2,-1,1,1,-1,8,3,2,1,1,5,1,1,2,2,2,1,1,9,902,99,-2,-2,-2,-2,-2,-2,1,-2,1,-3,421,2,2,2,2,2,2,2,2,2,8,7,8,3,2,461,2,2,1,1,1217001,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,3,2,-2,-2,-2,1,2,2,2,2,2,7,70090001,2,20,200580087,1,0,0,20,20079,200790001,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,5,2,200,3,2,4,20,20079,200790001,2,4,2,2,2,1,2,2,2,2,2,2,2,4,2,2,2,1,2,2,2,2,2,2,2,2,5,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,1,20040001,1,3,6,1,1,0,5,1,2,1,2,3,2,2,2,2,2,1,7.211538462, , , , , , , , , , , , , , , , , , , , , , , 
1342,2015,2,181505,1,1,1,1,38,1,3,2,2,2,2,2,-1,1,1,-1,7,1,1,8,1,1,1,1,2,2,2,1,1,8,819,2,-2,-2,-2,-2,-2,-2,1,-2,1,-3,931,2,2,2,2,2,2,2,2,2,10,3,7,3,2,484,2,1,1,1,1215013,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,3,2,-2,-2,-2,1,2,2,2,2,2,7,70890001,2,97,999999997,97,0,0,7,7089,70890001,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,2,100,3,2,4,7,7089,70890001,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,6,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,1,1,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,1,7.211538462, , , , , , , , , , , , , , , , , , , , , , , 
1343,2015,2,181505,1,1,1,1,24,1,3,3,2,2,2,2,-1,1,1,-1,5,1,1,1,1,5,1,1,2,2,2,1,1,3,306,1,-2,-2,-2,-2,-2,-2,1,-2,1,-3,611,2,2,2,2,2,2,2,2,2,6,6,6,3,2,111,1,1,1,1,1217001,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,3,2,-2,-2,-2,1,2,2,2,2,2,7,70400001,2,20,200670001,2,0,0,20,20067,200670001,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,4,2,200,3,1,4,20,20067,200670001,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,3,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,1,1,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,1,7.211538462, , , , , , , , , , , , , , , , , , , , , , , 
1344,2015,2,181505,1,1,1,1,28,1,2,4,2,2,2,2,-1,6,2,2,3,2,2,1,8,5,8,1,2,2,2,1,1,12,1205,99,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,2,1,1,1217001,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,3,2,-2,-2,-2,1,2,2,2,2,2,21,211140001,2,9,90030001,2,0,0,9,9003,90030001,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,20,2,300,3,1,4,9,9003,90030001,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,7,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,1,280320001,1,3,34,1,1,0,5,1,2,1,2,2,2,2,2,2,2,1,7.211538462, , , , , , , , , , , , , , , , , , , , , , , 
1345,2015,2,181505,1,1,1,1,41,1,3,3,2,2,2,2,-1,5,1,-1,7,1,2,1,3,1,1,1,2,2,2,1,1,7,711,1,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,2,1,1,1215013,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,3,2,-2,-2,-2,1,2,2,2,2,2,7,70090001,2,20,200140001,2,0,0,20,20014,200140001,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,8,2,200,3,1,4,20,20014,200140001,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,19,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,1,280320001,1,3,34,1,2,5,4,1,2,1,2,2,2,2,2,2,2,1,7.211538462, , , , , , , , , , , , , , , , , , , , , , , 
1346,2015,2,181505,1,1,1,2,34,1,3,4,2,2,2,2,-1,5,2,1,4,2,2,5,1,1,1,1,2,2,2,1,1,7,712,1,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,2,1,1,1217001,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,1,0,-3,-3,-3,1,3,2,-2,-2,-2,1,2,2,2,2,2,7,70890001,2,7,71010001,2,0,0,7,7101,71010001,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,10,2,300,3,1,4,7,7101,71010001,2,4,2,2,2,1,2,2,2,2,2,2,2,4,2,2,2,1,2,2,2,2,2,2,2,2,6,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,1,280320001,1,3,48,1,1,0,5,1,2,1,2,2,2,2,2,2,2,1,7.211538462, , , , , , , , , , , , , , , , , , , , , , , 
1347,2015,2,181505,1,1,1,2,27,1,5,5,2,2,2,1,3,6,2,2,4,3,2,1,8,5,8,1,2,1,2,1,1,4,425,1,-2,-2,-2,-2,-2,-2,2,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,5,1,1,1,1217001,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,1,0,-3,-3,-3,1,3,2,-2,-2,-2,1,2,2,2,2,2,7,70890001,2,97,999999997,97,0,0,7,7089,70890001,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,3,1,100,3,2,4,7,7089,70890001,2,4,2,2,2,1,2,2,2,2,2,2,2,4,2,2,2,1,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,1,1,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,2,1,7.211538462, , , , , , , , , , , , , , , , , , , , , , , 
1348,2015,2,181505,1,1,1,2,23,1,4,2,2,2,2,2,-1,6,2,2,6,4,2,1,8,1,1,1,2,2,2,1,1,10,1002,99,-2,-2,-2,-2,-2,-2,1,-2,1,-3,421,6,2,2,2,2,2,2,2,2,7,7,15,3,2,463,5,2,1,1,1217001,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,3,2,-2,-2,-2,1,2,2,2,2,2,7,70090001,2,22,220140001,2,0,0,22,22014,220140001,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,10,2,200,3,2,4,22,22014,220140001,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,19,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,1,280320001,1,3,48,2,-5,5,4,1,2,1,2,2,2,2,2,2,2,1,7.211538462, , , , , , , , , , , , , , , , , , , , , , , 
1349,2015,2,181505,1,1,1,1,22,1,3,4,2,2,2,2,-1,6,2,2,7,5,2,1,8,5,8,1,2,2,2,1,2,-2,-2,-2,7,7089,70890001,2,-3,-3,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,1,1,1217001,1,99,4,2,2,2,1,2,2,2,2,2,2,1,2,4,0,-3,-3,-3,0,3,2,-2,-2,-2,1,2,2,2,2,2,7,70890001,2,97,999999997,97,0,0,7,7089,70890001,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,2,2,2,2,2,5,2,2,2,2,2,-2,-2,-2,-2,-2,1,-2,7,7089,70890001,2,1,4,520,812,1,1,7,5,150,3,1,3,7,7089,70890001,2,5,2,2,2,1,1,2,2,2,2,2,2,5,2,2,2,1,2,2,2,2,2,2,2,2,15,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,3,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3,2,2,2,2,2, ,7.211538462, , , , , , , , , , , , , , , , , , , , , , , 
1350,2015,2,181505,1,1,1,1,30,1,2,4,2,2,2,2,-1,5,1,-1,4,1,1,1,1,5,1,1,2,2,2,1,1,11,1101,99,-2,-2,-2,-2,-2,-2,1,-2,1,-3,834,2,2,2,2,2,2,2,2,2,16,6,8,3,2,484,2,2,1,1,1217001,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,14,6,3,-4,5,14,3,2,-2,-2,-2,2,2,2,2,2,2,7,70090001,2,22,220140001,2,0,0,22,22014,220140001,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,8,2,150,3,2,4,22,22014,220140001,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,5,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,1,280320001,1,3,6,1,2,0,5,1,2,1,2,3,2,2,2,2,2,1,7.211538462, , , , , , , , , , , , , , , , , , , , , , , 
1351,2015,2,181505,1,1,1,2,24,1,2,4,2,2,2,2,-1,6,2,2,3,1,2,1,8,5,8,1,2,2,2,1,1,8,817,99,-2,-2,-2,-2,-2,-2,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,1217001,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,3,2,-2,-2,-2,1,2,2,2,2,2,7,70890001,2,97,999999997,97,0,0,7,7089,70890001,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,75,3,2,4,7,7089,70890001,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,2,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,1,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,2,2,2,2,2,1,7.211538462, , , , , , , , , , , , , , , , , , , , , , , 
1353,2015,2,181505,1,1,1,2,18,1,3,4,2,2,2,2,-1,6,2,2,3,1,2,1,8,1,8,1,2,1,2,1,1,6,607,2,-2,-2,-2,-2,-2,-2,2,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,1,1,1217001,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,2,0,-3,-3,-3,2,3,2,-2,-2,-2,1,2,2,2,2,2,7,70970001,2,24,240200196,1,0,0,24,24028,240280001,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,6,2,500,3,1,4,24,24028,240280001,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,5,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,1,280320001,2,-5,48,1,1,0,5,2,-5,1,2,1,2,2,2,2,2,1,7.211538462, , , , , , , , , , , , , , , , , , , , , , , 
1354,2015,2,181505,1,1,1,2,47,1,3,3,2,2,2,2,-1,1,2,1,3,1,2,8,1,1,1,1,2,1,2,1,1,6,607,2,-2,-2,-2,-2,-2,-2,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,1,1,1217001,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,3,2,-2,-2,-2,1,2,2,2,2,2,27,270020001,2,24,240200196,1,0,0,24,24028,240280001,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,24,2,500,3,1,4,24,24028,240280001,2,3,2,2,2,1,2,2,2,2,2,2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,5,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,1,280320001,2,-5,48,1,1,0,5,2,-5,1,2,2,2,2,2,2,2,1,7.211538462, , , , , , , , , , , , , , , , , , , , , , , 
1355,2015,2,181505,1,1,1,2,22,1,5,2,2,2,2,2,-1,6,2,2,9,2,2,99,8,5,8,1,2,2,2,1,1,5,517,2,-2,-2,-2,-2,-2,-2,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,1,1,1217001,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,2,0,-3,-3,-3,2,3,2,-2,-2,-2,1,2,2,2,2,2,7,70400001,2,21,210010001,2,0,0,21,21001,210010001,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,8,2,300,3,1,4,21,21001,210010001,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,6,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,1,280320001,2,-5,9,1,1,0,5,1,2,1,2,2,2,2,2,2,2,1,7.211538462, , , , , , , , , , , , , , , , , , , , , , , 
1356,2015,2,181505,1,1,1,2,26,1,2,4,2,2,2,2,-1,4,2,2,9,2,2,1,8,5,5,1,2,2,2,1,1,5,517,2,-2,-2,-2,-2,-2,-2,1,-2,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,2,1,1,1217001,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,3,2,-2,-2,-2,1,2,2,2,2,2,7,70650001,2,21,210010001,2,0,0,21,21001,210010001,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,8,2,200,3,1,4,21,21001,210010001,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,2,2,2,1,2,2,2,2,2,2,2,2,6,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,1,280320001,2,-5,6,1,1,10,4,2,-5,1,2,1,2,2,2,2,2,1,7.211538462, , , , , , , , , , , , , , , , , , , , , , , 
1357,2015,2,181505,1,1,1,2,25,1,1,3,2,2,2,2,-1,6,2,2,7,2,2,1,8,1,8,1,2,2,2,1,1,1,107,2,-2,-2,-2,-2,-2,-2,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,1,1,1217001,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,3,1,2500,3,1,1,2,2,1,2,2,7,70890001,2,99,999999999,99,0,0,7,7089,70890001,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,8,2,2500,3,1,4,7,7089,70890001,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,4,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,-2,-2,1,1,2014,5,2015,1,2,5,-3,-2,-2,-2,-2,1,280320001,1,1,25,1,1,0,5,2,-5,1,2,1,2,2,2,2,2,1,7.211538462, , , , , , , , , , , , , , , , , , , , , , , 
1358,2015,2,181505,1,1,1,2,24,1,2,2,2,2,2,2,-1,1,2,1,10,3,2,1,99,5,1,1,2,2,2,1,1,14,1416,1,-2,-2,-2,-2,-2,-2,2,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,1,1,1217001,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,3,1,3000,3,1,1,2,2,1,2,2,7,70400001,2,9,90140001,2,0,0,9,9014,90140001,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,8,2,3000,3,1,4,9,9014,90140001,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,2,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,-2,-2,0,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,1,280320001,1,1,48,1,1,0,5,1,1,-5,-5,1,2,2,2,2,2,1,7.211538462, , , , , , , , , , , , , , , , , , , , , , , 
1359,2015,2,181505,1,1,1,2,18,1,3,3,2,2,2,2,-1,6,2,2,6,2,2,5,8,1,1,1,2,1,2,1,1,4,422,1,-2,-2,-2,-2,-2,-2,2,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,1,1,1705016,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,3,1,3000,3,1,1,2,2,1,2,2,7,70270001,2,30,300030001,2,0,0,30,30003,300030001,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,2,-2,-2,-2,-2,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,8,2,3000,3,1,4,30,30003,300030001,2,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,20,2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,-2,-2,2,2,2014,4,2015,0,-2,-2,-2,-2,-2,-2,-2,1,280320001,1,1,36,1,1,5,4,1,1,-5,-5,1,2,2,2,2,2,1,7.211538462, , , , , , , , , , , , , , , , , , , , , , , 
